Destination Type,Destination,Month,Climate,Activities,Travel Companions,Special Requirement ,Duration,Plan
Beachside,Trincomalee,September,Cloudy,"Snorkeling, Whale watching, Surfing, Paddleboarding, Kayaking, Sailing and Fishing, Hiking, Camping, Jeep Rides, Jungle Safari",Family Travel,Eco-friendly accommodation,1,"Day 1 - Snorkeling, Whale watching, Surfing"
Beachside,Trincomalee,October,Rainy,"Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs, Jungle Safari, Koneswaram Temple, Fort Fredrick",Family Travel,Special meal arrangements,1,"Day 1 - Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs"
Beachside,Trincomalee,November,Rainy,"Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs, Jungle Safari, Koneswaram Temple, Fort Fredrick, Birdwatching",Family Travel,Vegetarian meal options,1,"Day 1 - Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs"
Beachside,Trincomalee,December,Rainy,"Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs, Jungle Safari, Koneswaram Temple, Fort Fredrick, Birdwatching",Family Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs"
Upcountry,Nuwara Eliya,January,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,Eco-friendly accommodation,1,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,February,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Road map, GPS rental",1,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,March,Sunny,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,April,Sunny,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Road map, GPS rental",1,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,May,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,June,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,Eco-friendly accommodation,1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,July,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Road map, GPS rental",1,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,August,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,September,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Road map, GPS rental",1,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit"
Upcountry,Nuwara Eliya,October,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,"Private tour guide, spa booking",1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,November,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,Eco-friendly accommodation,1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Upcountry,Nuwara Eliya,December,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,Special meal arrangements,1,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration"
Beachside,Mirissa,January,Cloudy,"Whale watching, Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,Private beachfront dining,1,"Day 1 - Whale watching, Surfing, Snorkeling"
Beachside,Mirissa,February,Sunny,"Whale watching, Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,"Private villa, surfing lessons, ",1,"Day 1 - Whale watching, Surfing, Snorkeling"
Beachside,Mirissa,March,Sunny,"Whale watching, Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,"Private tour guide, spa booking",1,"Day 1 - Whale watching, Surfing, Snorkeling"
Beachside,Mirissa,April,Sunny,"Whale watching, Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,Eco-friendly accommodation,1,"Day 1 - Whale watching, Surfing, Snorkeling"
Beachside,Mirissa,May,Cloudy,"Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Mirissa,June,Cloudy,"Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,Private beachfront dining,1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Mirissa,July,Sunny,"Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,"Private villa, surfing lessons, ",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Mirissa,August,Sunny,"Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,"Private tour guide, spa booking",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Mirissa,September,Cloudy,"Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,"Private villa, surfing lessons, ",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Mirissa,October,Rainy,"Tea plantation visits, Visit temples, Village tours, Visit Dondra lighthouse, Visit Dutch fort",Family Travel,Special meal arrangements,1,"Day 1 - Tea plantation visits, Visit temples, Village tours"
Beachside,Mirissa,November,Rainy,"Tea plantation visits, Visit temples, Village tours, Visit Dondra lighthouse, Visit Dutch fort",Family Travel,Vegetarian meal options,1,"Day 1 - Tea plantation visits, Visit temples, Village tours"
Beachside,Mirissa,December,Cloudy,"Whale watching, Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Whale watching, Surfing, Snorkeling"
Beachside,Jaffna,January,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Food stops",Family Travel,Private beachfront dining,1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Beachside,Jaffna,February,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Bird watching, Visit jaffna fort",Family Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,March,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Bird watching, Visit jaffna fort",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,April,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort",Family Travel,Vegetarian meal options,1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,May,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Food stops",Family Travel,"Private tour guide, spa booking",1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Beachside,Jaffna,June,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort",Family Travel,Eco-friendly accommodation,1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,July,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort",Family Travel,"Road map, GPS rental",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,August,Sunny,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,September,Cloudy,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort, Food stops",Family Travel,"Road map, GPS rental",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,October,Cloudy,"Delft island exploration, Nainativu island exploration, Beach relaxing, Cycling tours, Visit jaffna fort, Food stops",Family Travel,"Private tour guide, spa booking",1,"Day 1 - Delft island exploration, Nainativu island exploration, Beach relaxing"
Beachside,Jaffna,November,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Food stops",Family Travel,Eco-friendly accommodation,1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Beachside,Jaffna,December,Rainy,"Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple, Food stops",Family Travel,Special meal arrangements,1,"Day 1 - Visit jaffna fort, Museum visits, Visit Nallur kandaswamy temple"
Upcountry,Ella,January,Cloudy,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Flying Ravana Mega zipline, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,Eco-friendly accommodation,1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,February,Cloudy,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Flying Ravana Mega zipline, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,"Road map, GPS rental",1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,March,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,April,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,Vegetarian meal options,1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,May,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,June,Cloudy,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Flying Ravana Mega zipline, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,Eco-friendly accommodation,1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,July,Sunny,"Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls, Flying Ravana Mega zipline, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,"Road map, GPS rental",1,"Day 1 - Hiking Ella rock, Visit little Adam's Peak, Visiting waterfalls"
Upcountry,Ella,August,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,September,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,"Road map, GPS rental",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,October,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,"Private tour guide, spa booking",1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,November,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,Eco-friendly accommodation,1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Upcountry,Ella,December,Rainy,"Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls, Train journeys, Tea plantation visits, Explore Nine Arch bridge",Family Travel,Special meal arrangements,1,"Day 1 - Visit Ella spice garden, Explore Ravana's cave, Visiting waterfalls"
Historical,Sigiriya,January,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Family Travel,Eco-friendly accommodation,1,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari"
Historical,Sigiriya,February,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Family Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari"
Historical,Sigiriya,March,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari"
Historical,Sigiriya,April,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Family Travel,Vegetarian meal options,1,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari"
Historical,Sigiriya,May,Sunny,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Family Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari"
Historical,Sigiriya,June,Cloudy,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Family Travel,Eco-friendly accommodation,1,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari"
Historical,Sigiriya,July,Cloudy,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Family Travel,"Road map, GPS rental",1,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari"
Historical,Sigiriya,August,Cloudy,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari"
Historical,Sigiriya,September,Cloudy,"Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari, Village tours, Explore Dambulla cave temple",Family Travel,"Road map, GPS rental",1,"Day 1 - Climbing Sigiriya Rock Fortress, Hiking Pidurangala Rock, Wildlife safari"
Historical,Sigiriya,October,Rainy,"Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours, Explore Dambulla cave temple, Cultural tours.",Family Travel,"Private tour guide, spa booking",1,"Day 1 - Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours"
Historical,Sigiriya,November,Rainy,"Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours, Explore Dambulla cave temple, Cultural tours.",Family Travel,Eco-friendly accommodation,1,"Day 1 - Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours"
Historical,Sigiriya,December,Rainy,"Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours, Explore Dambulla cave temple, Cultural tours.",Family Travel,Special meal arrangements,1,"Day 1 - Climbing Sigiriya Rock Fortress, Wildlife safari, Village tours"
Beachside,Galle,January,Sunny,"Surfing, Snorkeling, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Family Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Galle,February,Sunny,"Surfing, Snorkeling, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Family Travel,"Private villa, surfing lessons, ",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Galle,March,Sunny,"Surfing, Snorkeling, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Family Travel,"Private tour guide, spa booking",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Galle,April,Sunny,"Surfing, Snorkeling, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Family Travel,Eco-friendly accommodation,1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Galle,May,Cloudy,"Surfing, Snorkeling, Beach Hopping, Cycling Tours, Kayaking, Explore Galle fort",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Galle,June,Rainy,"Explore Galle fort, Tea plantation visits",Family Travel,Private beachfront dining,1,"Day 1 - Explore Galle fort, Tea plantation visits, Explore Galle fort"
Beachside,Galle,July,Rainy,"Explore Galle fort, Tea plantation visits",Family Travel,"Private villa, surfing lessons, ",1,"Day 1 - Explore Galle fort, Tea plantation visits, Explore Galle fort"
Beachside,Galle,August,Rainy,"Explore Galle fort, Tea plantation visits",Family Travel,"Private tour guide, spa booking",1,"Day 1 - Explore Galle fort, Tea plantation visits, Explore Galle fort"
Beachside,Galle,September,Cloudy,"Surfing, Snorkeling, Beach Hopping, Cycling Tours, Kayaking, Explore Galle fort",Family Travel,"Child-friendly hotel, babysitting",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Galle,October,Rainy,"Explore Galle fort, Tea plantation visits",Family Travel,Special meal arrangements,1,"Day 1 - Explore Galle fort, Tea plantation visits, Explore Galle fort"
Beachside,Galle,November,Cloudy,"Surfing, Snorkeling, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Family Travel,Vegetarian meal options,1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Galle,December,Cloudy,"Surfing, Snorkeling, Beach Hopping, Whale watching, Cycling Tours, Kayaking, Explore Galle fort",Family Travel,"Budget Friendly Stay, Public Transport",1,"Day 1 - Surfing, Snorkeling, Beach Hopping"
Beachside,Trincomalee,January,Rainy,"Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs, Jungle Safari, Koneswaram Temple, Fort Fredrick, Birdwatching",Family Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs | Day 2 - Jungle Safari, Koneswaram Temple, Fort Fredrick"
Beachside,Trincomalee,February,Cloudy,"Snorkeling, Surfing, Paddleboarding, Kayaking, Sailing and Fishing, Hiking, Camping, Jeep Rides, Birdwatching, Jungle Safari",Family Travel,Private beachfront dining,2,"Day 1 - Snorkeling, Surfing, Paddleboarding | Day 2 - Kayaking, Sailing and Fishing, Hiking"
Beachside,Trincomalee,March,Sunny,"Snorkeling, Surfing, Paddleboarding, Kayaking, Sailing and Fishing, Hiking, Camping, Jeep Rides, Birdwatching, Jungle Safari",Family Travel,"Private villa, surfing lessons",2,"Day 1 - Snorkeling, Surfing, Paddleboarding | Day 2 - Kayaking, Sailing and Fishing, Hiking"
Beachside,Trincomalee,April,Sunny,"Snorkeling, Surfing, Paddleboarding, Kayaking, Sailing and Fishing, Hiking, Camping, Jeep Rides, Jungle Safari",Family Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Snorkeling, Surfing, Paddleboarding | Day 2 - Kayaking, Sailing and Fishing, Hiking"
Beachside,Trincomalee,May,Sunny,"Snorkeling, Whale watching, Surfing, Paddleboarding, Kayaking, Sailing and Fishing, Hiking, Camping, Jeep Rides, Jungle Safari",Family Travel,"Child-friendly hotel, babysitting",2,"Day 1 - Snorkeling, Whale watching, Surfing | Day 2 - Paddleboarding, Kayaking, Sailing and Fishing"
Beachside,Trincomalee,June,Sunny,"Snorkeling, Whale watching, Surfing, Paddleboarding, Kayaking, Sailing and Fishing, Hiking, Camping, Jeep Rides, Jungle Safari",Family Travel,"Private villa, surfing lessons",2,"Day 1 - Snorkeling, Whale watching, Surfing | Day 2 - Paddleboarding, Kayaking, Sailing and Fishing"
Beachside,Trincomalee,July,Sunny,"Snorkeling, Whale watching, Surfing, Paddleboarding, Kayaking, Sailing and Fishing, Hiking, Camping, Jeep Rides, Jungle Safari",Family Travel,"Private villa, surfing lessons",2,"Day 1 - Snorkeling, Whale watching, Surfing | Day 2 - Paddleboarding, Kayaking, Sailing and Fishing"
Beachside,Trincomalee,August,Sunny,"Snorkeling, Whale watching, Surfing, Paddleboarding, Kayaking, Sailing and Fishing, Hiking, Camping, Jeep Rides, Jungle Safari",Family Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Snorkeling, Whale watching, Surfing | Day 2 - Paddleboarding, Kayaking, Sailing and Fishing"
Beachside,Trincomalee,September,Cloudy,"Snorkeling, Whale watching, Surfing, Paddleboarding, Kayaking, Sailing and Fishing, Hiking, Camping, Jeep Rides, Jungle Safari",Family Travel,Eco-friendly accommodation,2,"Day 1 - Snorkeling, Whale watching, Surfing | Day 2 - Paddleboarding, Kayaking, Sailing and Fishing"
Beachside,Trincomalee,October,Rainy,"Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs, Jungle Safari, Koneswaram Temple, Fort Fredrick",Family Travel,Special meal arrangements,2,"Day 1 - Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs | Day 2 - Jungle Safari, Koneswaram Temple, Fort Fredrick"
Beachside,Trincomalee,November,Rainy,"Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs, Jungle Safari, Koneswaram Temple, Fort Fredrick, Birdwatching",Family Travel,Vegetarian meal options,2,"Day 1 - Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs | Day 2 - Jungle Safari, Koneswaram Temple, Fort Fredrick"
Beachside,Trincomalee,December,Rainy,"Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs, Jungle Safari, Koneswaram Temple, Fort Fredrick, Birdwatching",Family Travel,"Child-friendly hotel, babysitting",2,"Day 1 - Mangrove Tours, Lagoon Kayaking, Visit Kanniya Hot Springs | Day 2 - Jungle Safari, Koneswaram Temple, Fort Fredrick"
Upcountry,Nuwara Eliya,January,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,Eco-friendly accommodation,2,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit | Day 2 - Boating, Golfing, Botanical Exploration"
Upcountry,Nuwara Eliya,February,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Road map, GPS rental",2,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit | Day 2 - Boating, Golfing, Botanical Exploration"
Upcountry,Nuwara Eliya,March,Sunny,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit | Day 2 - Boating, Golfing, Botanical Exploration"
Upcountry,Nuwara Eliya,April,Sunny,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Road map, GPS rental",2,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit | Day 2 - Boating, Golfing, Botanical Exploration"
Upcountry,Nuwara Eliya,May,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,"Child-friendly hotel, babysitting",2,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration | Day 2 - Strawberry farm visits, Visiting waterfalls , Tea factory tours"
Upcountry,Nuwara Eliya,June,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,Eco-friendly accommodation,2,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration | Day 2 - Strawberry farm visits, Visiting waterfalls , Tea factory tours"
Upcountry,Nuwara Eliya,July,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Road map, GPS rental",2,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit | Day 2 - Boating, Golfing, Botanical Exploration"
Upcountry,Nuwara Eliya,August,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Budget Friendly Stay, Public Transport",2,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit | Day 2 - Boating, Golfing, Botanical Exploration"
Upcountry,Nuwara Eliya,September,Cloudy,"Hiking, Visiting waterfalls, Tea plantation visit, Boating, Golfing, Botanical Exploration, Strawberry farm visits ",Family Travel,"Road map, GPS rental",2,"Day 1 - Hiking, Visiting waterfalls, Tea plantation visit | Day 2 - Boating, Golfing, Botanical Exploration"
Upcountry,Nuwara Eliya,October,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,"Private tour guide, spa booking",2,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration | Day 2 - Strawberry farm visits, Visiting waterfalls , Tea factory tours"
Upcountry,Nuwara Eliya,November,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,Eco-friendly accommodation,2,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration | Day 2 - Strawberry farm visits, Visiting waterfalls , Tea factory tours"
Upcountry,Nuwara Eliya,December,Rainy,"Tea factory tours, Visit seetha amman temple, Bortanical Exploration, Strawberry farm visits, Visiting waterfalls ",Family Travel,Special meal arrangements,2,"Day 1 - Tea factory tours, Visit seetha amman temple, Bortanical Exploration | Day 2 - Strawberry farm visits, Visiting waterfalls , Tea factory tours"
Beachside,Mirissa,January,Cloudy,"Whale watching, Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,Private beachfront dining,2,"Day 1 - Whale watching, Surfing, Snorkeling | Day 2 - Beach Hopping, Visit coconut tree hill, Temple Visit"
Beachside,Mirissa,February,Sunny,"Whale watching, Surfing, Snorkeling, Beach Hopping, Visit coconut tree hill, Temple Visit, Village Tours",Family Travel,"Private villa, surfing lessons, ",2,"Day 1 - Whale watching, Surfing, Snorkeling | Day 2 - Beach Hopping, Visit coconut tree hill, Temple Visit"
